,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TRAF7,-0.13402484,-0.06511791,0.21997699,0.059121422,-0.3185261,-0.36205804,0.12313646,0.25480303,0.28024542,-0.17143276,-0.07917889,-0.25176033,0.24539939,0.23828286,-0.2425861,0.4052436,0.20625924,-0.05591762,0.2261498,0.32001877,-0.07433948,0.03149947,0.31300822,0.3447509,0.1824644,-0.29657987,0.30054712,-0.22678852,-0.16236211,0.15577015,-0.2569098,-0.37010217,0.20568518,0.2534008,-0.3882061,-0.06275532,-0.20612663,0.34443372,-0.08194886,0.4038251,-0.3669287,0.2571216,0.32090378,0.206846,0.20237061,0.2877934,-0.31359345,0.2851204,0.062786415,-0.20854408,-0.26870668,-0.32099974,0.13229534,-0.05337318,-0.27238846,0.09247727,-0.17238717,0.16056168,-0.1733996,0.31539828,0.038877513,0.052569244,0.24925515,-0.28809994
RBM10,-0.13027309,-0.06498614,0.21207449,0.05862349,-0.30668482,-0.34958982,0.121737756,0.24796884,0.27119333,-0.1643872,-0.07313251,-0.24347849,0.2384732,0.23133641,-0.23559058,0.39546144,0.20185076,-0.04222308,0.21964046,0.31145066,-0.07379398,0.008342642,0.30406085,0.335755,0.17466031,-0.28663793,0.29059747,-0.22255066,-0.15683563,0.15069066,-0.2532656,-0.36129144,0.2002697,0.2501702,-0.37562916,-0.059747986,-0.19944952,0.3378504,-0.080695346,0.39311552,-0.35551715,0.24873576,0.3117771,0.1995399,0.19634981,0.28040925,-0.30452907,0.27938792,0.061253108,-0.19990562,-0.26087928,-0.3122189,0.12986693,-0.049640667,-0.26595128,0.08572768,-0.16755144,0.15657051,-0.168776,0.3054925,0.030775998,0.05206483,0.2425154,-0.28104526
DAXX,-0.13784209,-0.06794371,0.22116607,0.06068156,-0.32399347,-0.36653912,0.12310724,0.2554415,0.28210396,-0.17249385,-0.070950456,-0.25474176,0.24664053,0.2403926,-0.24431315,0.4152688,0.20872605,0.043716323,0.22973678,0.3214026,-0.07948,-0.06358241,0.31459373,0.34836277,0.17594025,-0.30574,0.29843688,-0.22832099,-0.15910757,0.15117481,-0.25584874,-0.37307617,0.20666818,0.2632349,-0.39676738,-0.05864133,-0.20448472,0.35468763,-0.08456357,0.4067126,-0.37220696,0.2584925,0.32987133,0.21029943,0.19713947,0.28953153,-0.3161727,0.29092616,0.06687044,-0.21115613,-0.27302408,-0.32312688,0.13561657,-0.04660354,-0.27569836,0.089959815,-0.17054577,0.15763749,-0.17412509,0.31905773,-0.012185528,0.051618814,0.2505542,-0.29856545
FGFR3,-0.13726228,-0.07457575,0.21920606,0.064104185,-0.316728,-0.3618086,0.12628637,0.25272804,0.28208464,-0.17287847,-0.06673919,-0.25479788,0.24720335,0.23978189,-0.24343726,0.41033795,0.20864747,0.07309677,0.22065522,0.3203956,-0.07687408,-0.08352108,0.30748808,0.34551558,0.17755029,-0.29799992,0.29926562,-0.22468767,-0.15977788,0.15696734,-0.25265002,-0.3728928,0.21013331,0.25930882,-0.3897014,-0.054745555,-0.20789066,0.34778652,-0.083660245,0.40427345,-0.36709538,0.25572875,0.3242243,0.2054455,0.19924644,0.2924537,-0.315526,0.2897781,0.06516644,-0.20740479,-0.26948047,-0.31569856,0.13062261,-0.052472234,-0.27068922,0.093523964,-0.17427845,0.16146925,-0.17774576,0.31913626,-0.03543005,0.05430094,0.2449421,-0.29200688
TP63,-0.13721292,-0.065803535,0.22227338,0.05799233,-0.31709397,-0.36442554,0.12976837,0.25921962,0.28461504,-0.17157821,-0.08299053,-0.25386328,0.2493873,0.24298103,-0.24661586,0.4083992,0.21144873,-0.0720963,0.23136091,0.3225472,-0.07182197,0.059610307,0.31631377,0.34885907,0.18532789,-0.30085224,0.3041095,-0.23273294,-0.16438991,0.15859936,-0.26383623,-0.37609708,0.20914218,0.26013988,-0.3903614,-0.063084975,-0.20869583,0.3523844,-0.08792046,0.40767258,-0.3716928,0.25980237,0.32803437,0.2080108,0.20489791,0.29286128,-0.3185397,0.2925408,0.06291596,-0.20963174,-0.27239424,-0.32280195,0.13762444,-0.057998862,-0.27574039,0.09125895,-0.17560524,0.16413456,-0.17810306,0.31890142,0.04758902,0.05527134,0.25480255,-0.2927774
DNMT3B,-0.13703673,-0.07394728,0.22278234,0.063481316,-0.31896365,-0.3633777,0.12675007,0.2539258,0.2840472,-0.17424026,-0.0678861,-0.25876737,0.24766457,0.24044882,-0.24331398,0.41277933,0.20773819,0.05867557,0.2220336,0.32256132,-0.08205606,-0.07376301,0.31104335,0.34928095,0.17693652,-0.3019296,0.3007124,-0.22615838,-0.16191939,0.15564948,-0.2549977,-0.37401867,0.21015623,0.26023585,-0.39018923,-0.058657467,-0.20753767,0.35139233,-0.08374008,0.40497583,-0.3703278,0.25986212,0.32988077,0.20841926,0.19892937,0.29327455,-0.3170976,0.29153594,0.06604898,-0.20914665,-0.27247357,-0.31827646,0.13509542,-0.048267208,-0.27602553,0.0924802,-0.1755855,0.16144365,-0.17483988,0.31873682,-0.019760422,0.05356486,0.24759713,-0.29415277
PIK3R2,-0.13204193,-0.06686311,0.21443649,0.06064289,-0.3149806,-0.35758644,0.11728062,0.24849771,0.2761807,-0.16974221,-0.06840785,-0.2527141,0.2416538,0.23358814,-0.23643313,0.40553826,0.20242135,0.017072916,0.21725416,0.31606108,-0.080721065,-0.04992265,0.30522105,0.340687,0.17232975,-0.29218644,0.29590192,-0.22079068,-0.15654647,0.15067148,-0.24719372,-0.3663123,0.2053244,0.25245428,-0.3847522,-0.05577191,-0.20276749,0.34010154,-0.07699844,0.4003232,-0.36217144,0.25080892,0.31695464,0.20423727,0.19526544,0.2852121,-0.31051856,0.28310496,0.064309284,-0.20333317,-0.26460102,-0.31246886,0.12646508,-0.04283898,-0.26682168,0.08985263,-0.16715571,0.1543025,-0.17107052,0.31346828,0.00076070987,0.05047235,0.24029294,-0.2869749
BCL6,-0.14039625,-0.07405763,0.22791585,0.06536497,-0.32920778,-0.37507975,0.1251598,0.2556098,0.2901594,-0.18056628,-0.071012765,-0.26555222,0.2518283,0.24540275,-0.2485497,0.42186144,0.210893,0.06873498,0.22495481,0.32960668,-0.08324155,-0.08151685,0.31742147,0.3565004,0.1804227,-0.30963147,0.3091027,-0.22998607,-0.16418973,0.1592794,-0.25634575,-0.38235262,0.21877274,0.2613614,-0.4008996,-0.05881191,-0.21296069,0.35755163,-0.0816458,0.4147067,-0.3783111,0.26422665,0.3361212,0.2155221,0.20134738,0.29968733,-0.3249222,0.2967926,0.06679204,-0.21504393,-0.27861735,-0.32530308,0.1341968,-0.048224673,-0.27894172,0.0957811,-0.17794207,0.16195813,-0.17809391,0.32746923,-0.027908256,0.051944934,0.24976462,-0.3009218
BLM,-0.14043741,-0.07105786,0.22569054,0.06150294,-0.32226983,-0.3717224,0.13004138,0.2600804,0.29103637,-0.17585793,-0.079914026,-0.26156673,0.25299004,0.24635974,-0.24938953,0.41720784,0.21413714,-0.0148965325,0.2303098,0.32813388,-0.077162184,0.0076510794,0.31877837,0.35451055,0.18459766,-0.30712384,0.3096663,-0.23459858,-0.16596115,0.16117609,-0.26326382,-0.3820277,0.21615832,0.26438043,-0.39707088,-0.061218657,-0.21219656,0.3581903,-0.08772879,0.41390884,-0.37791535,0.26405317,0.33638275,0.21174872,0.20389229,0.29891396,-0.32481125,0.29857704,0.065357156,-0.21339056,-0.27751368,-0.3247015,0.138453,-0.054775596,-0.27898866,0.09333828,-0.1779436,0.16508451,-0.18110633,0.3263053,0.018552348,0.055716567,0.2551837,-0.29924357
MLH1,-0.13901857,-0.066960625,0.22400542,0.059342943,-0.32029083,-0.36925212,0.1290871,0.25967792,0.28964448,-0.1749043,-0.08362337,-0.26128697,0.25132835,0.24501982,-0.24660602,0.41473973,0.21219274,-0.06519655,0.23078167,0.3254243,-0.078473434,0.05004108,0.31889507,0.35368687,0.18289398,-0.30545372,0.3093714,-0.23387796,-0.16519798,0.15951616,-0.26322144,-0.37946406,0.21373063,0.26236024,-0.39381668,-0.062371343,-0.21013507,0.35665768,-0.08690244,0.4117983,-0.3758418,0.2625025,0.33569372,0.2112802,0.2035912,0.2961901,-0.32317215,0.2966378,0.064749,-0.21233986,-0.2750712,-0.3234619,0.14014031,-0.051242646,-0.27885768,0.091343686,-0.17712219,0.16293366,-0.1788794,0.32321313,0.051317636,0.053970434,0.2540607,-0.29753035
BTK,-0.13703595,-0.06998276,0.22334772,0.06335676,-0.33129323,-0.3766806,0.10791658,0.2618141,0.2960233,-0.17986023,-0.070278496,-0.27138913,0.2462378,0.23842093,-0.23924634,0.421816,0.20549259,0.029609904,0.22020248,0.32161897,-0.09197749,-0.059532225,0.31633833,0.35114697,0.17626315,-0.30679208,0.30556238,-0.22705275,-0.16217256,0.1531243,-0.2498866,-0.3777637,0.2129147,0.25638232,-0.4023444,-0.058059204,-0.20972863,0.3503347,-0.07128678,0.4170313,-0.37603062,0.26235607,0.33955976,0.21116102,0.19747567,0.29240987,-0.32548732,0.2875787,0.06849858,-0.20996422,-0.27683806,-0.3240677,0.12693182,-0.035968922,-0.27542228,0.090355,-0.17691246,0.15911761,-0.17769411,0.3274367,-0.0027778924,0.052496646,0.24663532,-0.30032855
MYCN,-0.13645287,-0.07157513,0.21851571,0.06238661,-0.31574082,-0.36120582,0.12443555,0.252256,0.2824279,-0.171945,-0.06781385,-0.2555217,0.24607985,0.23974556,-0.24094406,0.41153458,0.20734335,0.051651984,0.22024578,0.32096455,-0.07881068,-0.06971027,0.3082828,0.34562084,0.17506158,-0.29681796,0.29856715,-0.22619753,-0.15905508,0.15562592,-0.25256497,-0.37197956,0.20983145,0.2607407,-0.38887042,-0.05515585,-0.2056999,0.3493166,-0.08229774,0.40492135,-0.36479145,0.25537044,0.32483298,0.20670772,0.19918431,0.2907147,-0.31640646,0.28985474,0.06657681,-0.2064035,-0.2688463,-0.31569913,0.13031724,-0.048131965,-0.27107486,0.09055762,-0.17251971,0.1591236,-0.1752666,0.3183329,-0.019842733,0.053063065,0.24567576,-0.2936962
ARAF,-0.13818577,-0.074900106,0.22512525,0.06548231,-0.3248151,-0.37154308,0.1270478,0.25442934,0.28803837,-0.17896514,-0.070141464,-0.2641504,0.25198328,0.24529806,-0.24745043,0.4180583,0.21060793,0.0691898,0.22305726,0.3271821,-0.081786096,-0.08188011,0.3142004,0.35317457,0.17724977,-0.30645642,0.30749023,-0.22841156,-0.1634903,0.15916294,-0.25505257,-0.37975153,0.21635993,0.26201677,-0.39797068,-0.05716623,-0.21139868,0.3553725,-0.082916245,0.41233793,-0.37564784,0.2611308,0.333849,0.21271545,0.19989914,0.29845935,-0.3232087,0.2946787,0.067389086,-0.21283534,-0.27592152,-0.32159418,0.13368429,-0.04916931,-0.27723843,0.09422138,-0.17639768,0.16240692,-0.17806353,0.3253642,-0.028923508,0.052318946,0.24795732,-0.298303
IL7R,-0.13503683,-0.06943924,0.21865523,0.06287643,-0.31777355,-0.36277235,0.120324455,0.2519086,0.28117788,-0.17344885,-0.07260659,-0.2548982,0.24415222,0.2370263,-0.24084547,0.41024178,0.20537595,0.012509305,0.21946438,0.32166916,-0.084923625,-0.04465719,0.30735058,0.3463035,0.1740296,-0.2972621,0.30157995,-0.2250959,-0.16187279,0.15298615,-0.25149754,-0.3713591,0.21143848,0.25654614,-0.39000335,-0.058275096,-0.20557912,0.34693703,-0.07934046,0.40595946,-0.3686925,0.25689846,0.32506067,0.20864236,0.19807225,0.29012725,-0.3166836,0.28869718,0.0676153,-0.20679691,-0.27054188,-0.3170858,0.13145447,-0.043934718,-0.27181005,0.09182791,-0.17236209,0.15788871,-0.17352581,0.3193043,0.008655505,0.050965242,0.24423024,-0.29078305
NSD1,-0.1407277,-0.07757882,0.21835859,0.06515737,-0.31289375,-0.36568123,0.12600385,0.2541874,0.2842394,-0.17139706,-0.06823491,-0.25730258,0.2480042,0.24225406,-0.24545085,0.4150686,0.20857179,0.07277918,0.22343603,0.31917042,-0.08234137,-0.07946507,0.30814922,0.344311,0.17708424,-0.30018663,0.29905933,-0.22731474,-0.16308056,0.15600899,-0.25235376,-0.36838442,0.20887294,0.26151204,-0.38951197,-0.055848807,-0.20840108,0.35403743,-0.088063814,0.403576,-0.37072793,0.25544125,0.33114815,0.20560452,0.19816853,0.29590628,-0.3107518,0.29133403,0.06994124,-0.20488954,-0.2698968,-0.31712386,0.13335724,-0.054209832,-0.27142692,0.09117113,-0.17613493,0.15869497,-0.17834291,0.31616616,-0.030377228,0.05629768,0.2500956,-0.29494494
ETV6,-0.13645647,-0.0638392,0.2223434,0.0590781,-0.32504284,-0.37209406,0.120407216,0.25660437,0.28828472,-0.1761119,-0.08094769,-0.26152402,0.24959093,0.24178341,-0.24471354,0.417925,0.20963055,-0.0507247,0.22834845,0.3280353,-0.08104037,0.022849139,0.3164606,0.3530243,0.17975189,-0.3049319,0.31014675,-0.22940443,-0.16507417,0.15548721,-0.25737524,-0.3788088,0.2130706,0.25829116,-0.39809096,-0.060883664,-0.20888078,0.3512573,-0.08008583,0.417179,-0.37669098,0.2621575,0.33326745,0.21154019,0.20110953,0.29497182,-0.32356936,0.29312876,0.06502557,-0.21083307,-0.2756953,-0.32392526,0.1343908,-0.04463296,-0.27588996,0.09043414,-0.17204188,0.15893105,-0.17465296,0.32600278,0.043017503,0.04991682,0.25083303,-0.2966944
SPOP,-0.1355811,-0.07220902,0.21556267,0.05750157,-0.3096653,-0.35970616,0.098959416,0.26164773,0.28535014,-0.17128113,-0.06875041,-0.24290332,0.23537928,0.22035575,-0.23331204,0.4030161,0.20191203,-0.02044519,0.21484484,0.31646648,-0.09245837,-0.027562737,0.3069303,0.34522432,0.17005508,-0.28990698,0.29197487,-0.22577587,-0.16071421,0.14112382,-0.25580987,-0.3713566,0.19677636,0.2580873,-0.38253394,-0.058292903,-0.19887005,0.34350795,-0.07347422,0.40282124,-0.36361027,0.26023415,0.33125794,0.19928934,0.19709393,0.28190672,-0.31029376,0.28223547,0.06371997,-0.1982725,-0.27402496,-0.32249236,0.12352087,-0.027736293,-0.27646685,0.080572665,-0.17927174,0.15837285,-0.17065904,0.31128955,0.021490052,0.052170955,0.24411371,-0.29263365
CBFB,-0.13072324,-0.04224998,0.19661938,0.0635674,-0.28229132,-0.32837474,0.11207013,0.23330604,0.25961697,-0.15721701,-0.1348633,-0.22997075,0.21129127,0.19062051,-0.20320602,0.36803997,0.1811814,-0.6117648,0.21820924,0.29588068,-0.15174077,0.31739476,0.29722816,0.31960475,0.13343251,-0.25712985,0.28465968,-0.23588601,-0.15248421,0.108627446,-0.24275857,-0.3277657,0.21087782,0.2272442,-0.34159806,-0.10872015,-0.16969843,0.32395592,-0.06274666,0.3770899,-0.34092176,0.23780683,0.307045,0.20543373,0.17722565,0.24683005,-0.27371794,0.26533484,0.07951979,-0.18295395,-0.24601248,-0.30104864,0.18183976,0.0105931945,-0.2652462,0.062955625,-0.15793681,0.120759964,-0.123408124,0.28899634,0.44873595,0.014391664,0.24419323,-0.25020292
BAP1,-0.14117123,-0.06702162,0.22868073,0.061048165,-0.33006957,-0.37860632,0.12521338,0.2607235,0.2933518,-0.18101786,-0.08556943,-0.26692292,0.25351062,0.24633828,-0.24911666,0.42400134,0.21349823,-0.059577227,0.23141536,0.33214188,-0.08462858,0.03749262,0.32294953,0.36023304,0.18339805,-0.31214187,0.31566328,-0.23609483,-0.16758135,0.16092826,-0.26334727,-0.38522774,0.21839441,0.2631026,-0.4042644,-0.065146,-0.21354434,0.3598131,-0.08480604,0.42071044,-0.3831739,0.26776487,0.3410724,0.21704595,0.20445706,0.30097175,-0.32884958,0.2998802,0.06736763,-0.21730445,-0.28105557,-0.32946652,0.14136432,-0.047437668,-0.28299606,0.09426635,-0.178173,0.16250321,-0.17793433,0.33033207,0.054447193,0.05161798,0.25588173,-0.30203187
INPP4A,-0.1355922,-0.0703992,0.2192032,0.06378493,-0.3155301,-0.36287582,0.12035995,0.25085163,0.28159535,-0.17365971,-0.07248055,-0.25715068,0.24309915,0.23569642,-0.23879708,0.40937704,0.20278828,0.014907271,0.21727255,0.32026064,-0.08857459,-0.048158444,0.30805,0.3463714,0.1725665,-0.29647443,0.30111414,-0.22622669,-0.16105722,0.15286472,-0.25073653,-0.37081075,0.21286747,0.25634775,-0.38796067,-0.059090436,-0.20613734,0.3490523,-0.07908273,0.40342057,-0.36752522,0.25555348,0.32628676,0.20955347,0.19673777,0.2902255,-0.3141563,0.28959784,0.068186216,-0.20729584,-0.2705921,-0.31601322,0.13270809,-0.043157734,-0.27324253,0.090697646,-0.17345804,0.15609737,-0.17111388,0.317029,0.009704288,0.050821714,0.24428004,-0.28980717
RARA,-0.14038691,-0.068911105,0.22938776,0.061972275,-0.32880864,-0.3777771,0.12674117,0.25922924,0.2933429,-0.18046117,-0.08069752,-0.267197,0.25341314,0.24637002,-0.24884503,0.4225503,0.21196987,-0.011888262,0.22969544,0.33194995,-0.08334491,-0.0035568997,0.32176858,0.3600976,0.18248421,-0.31252155,0.31380486,-0.23480168,-0.16706213,0.1597893,-0.26226985,-0.38504836,0.21970013,0.26347798,-0.4024409,-0.062653914,-0.2129104,0.36219597,-0.08387363,0.4185738,-0.38265342,0.26746997,0.34237197,0.21738273,0.20287392,0.3008598,-0.32792217,0.30013147,0.06656166,-0.21674123,-0.28120783,-0.32799497,0.13996753,-0.04822278,-0.28298262,0.09354283,-0.17954929,0.16266969,-0.1772389,0.32905346,0.02163864,0.05200892,0.25544703,-0.30207172
ZFHX3,-0.14762124,-0.08486951,0.22592653,0.069240965,-0.3159222,-0.3776,0.12119478,0.2655185,0.2970791,-0.17810588,-0.07452904,-0.27387172,0.2464614,0.25158605,-0.24660109,0.41869876,0.21653715,0.058524944,0.22622153,0.32202005,-0.09336278,-0.06775347,0.32039043,0.34171683,0.1772232,-0.3032879,0.2976561,-0.24018675,-0.1674504,0.15896484,-0.25477374,-0.3662423,0.20429698,0.27090627,-0.39847085,-0.060760684,-0.20824471,0.36627164,-0.088220015,0.41066194,-0.37046915,0.26209098,0.34581703,0.20649254,0.20291312,0.307444,-0.31454697,0.29509434,0.07576453,-0.20686156,-0.2750753,-0.32185388,0.13186507,-0.04655762,-0.27399817,0.08619443,-0.18457606,0.15745245,-0.18978976,0.31996426,-0.024551097,0.06054915,0.2490858,-0.31055126
NKX2-1,-0.1382024,-0.062483627,0.2276223,0.059593998,-0.32872716,-0.3821189,0.121969074,0.2600428,0.29313833,-0.18106535,-0.086084224,-0.27057993,0.2527563,0.24439324,-0.24762212,0.42555356,0.21002847,-0.076353565,0.2303363,0.33211142,-0.08817828,0.045615714,0.32487246,0.36009505,0.17782944,-0.31391484,0.31663817,-0.23590703,-0.16716397,0.15798579,-0.26083934,-0.3855345,0.21744978,0.2633722,-0.40632367,-0.06425843,-0.2110877,0.36304447,-0.08227422,0.42339337,-0.38576007,0.2671469,0.34545708,0.2175551,0.20095015,0.30196172,-0.32839525,0.29961982,0.06797917,-0.21601957,-0.28274173,-0.32712474,0.14239456,-0.039544128,-0.28301418,0.08989193,-0.17424844,0.15781766,-0.17475282,0.33016467,0.064785175,0.04854735,0.25612307,-0.30158642
XPO1,-0.1295335,-0.06472167,0.2103645,0.05820689,-0.30686176,-0.34718978,0.11980519,0.2474551,0.26952383,-0.16290866,-0.06878446,-0.2415145,0.23747243,0.2297144,-0.23458993,0.39241678,0.20021594,-0.020736039,0.21919565,0.30831873,-0.06972771,-0.0074735787,0.30304646,0.3327029,0.1756461,-0.28348863,0.28608242,-0.2184654,-0.1544405,0.14935543,-0.24760371,-0.35821137,0.19639221,0.24753982,-0.37462148,-0.057602927,-0.1985895,0.33250558,-0.07918538,0.38954365,-0.35209134,0.2453818,0.30616635,0.19731191,0.19682118,0.27706674,-0.30138,0.2745788,0.060407132,-0.19844608,-0.25685185,-0.30956608,0.124762006,-0.051452454,-0.26185462,0.08746972,-0.1650047,0.15568633,-0.16882925,0.30391738,0.012275416,0.05287848,0.23952767,-0.27804142
MGA,-0.14964937,-0.08758948,0.22976646,0.07140499,-0.31828055,-0.38220328,0.12391845,0.26588234,0.30021062,-0.18055901,-0.07408351,-0.27715397,0.24890389,0.2543461,-0.24967083,0.4225083,0.21836029,0.08235223,0.2269205,0.32499474,-0.09525396,-0.08825009,0.32364178,0.34625503,0.17743713,-0.3080624,0.30085662,-0.24317494,-0.1686247,0.16074097,-0.25776845,-0.3709204,0.20889692,0.274405,-0.40146172,-0.061098956,-0.21115467,0.37244886,-0.08975496,0.41341087,-0.3746403,0.2649027,0.35183626,0.20914796,0.20264426,0.31163135,-0.3175019,0.29929668,0.07628171,-0.21008676,-0.27911392,-0.3241024,0.13532697,-0.046774335,-0.27772027,0.086575545,-0.18764257,0.15929337,-0.1912872,0.32212314,-0.03676635,0.060198553,0.25134915,-0.3140073
STAT3,-0.1353542,-0.06263965,0.2211034,0.061540138,-0.3219092,-0.36763006,0.11958402,0.25510558,0.28210405,-0.17578211,-0.077575415,-0.25799376,0.24702637,0.23878577,-0.24102178,0.41338897,0.20687912,-0.07338004,0.22411433,0.32348797,-0.083576724,0.036995377,0.31557092,0.3574592,0.17527886,-0.2999353,0.30714247,-0.22954068,-0.16225868,0.1515773,-0.25475937,-0.3760224,0.21227552,0.25720936,-0.3958705,-0.06449465,-0.20754085,0.3511396,-0.08146312,0.41070405,-0.378385,0.25607568,0.32908636,0.21192315,0.20324275,0.29245937,-0.320235,0.2903011,0.069097735,-0.20982566,-0.27402562,-0.32504183,0.13423653,-0.04007139,-0.27744356,0.09007064,-0.17518882,0.15843822,-0.16863579,0.32017425,0.06261026,0.05374171,0.25061768,-0.29247344
EPHA7,-0.137274,-0.07215288,0.22093426,0.062292684,-0.31656334,-0.3634556,0.12851971,0.25539786,0.28421393,-0.1722252,-0.07274676,-0.2558607,0.24817953,0.24197614,-0.24484807,0.41028416,0.20985007,0.025443241,0.22528905,0.32198164,-0.07618064,-0.03491218,0.31160635,0.3479008,0.18113354,-0.29939428,0.30147788,-0.22857031,-0.16213115,0.15731393,-0.25769666,-0.3746154,0.21119498,0.26009142,-0.38956314,-0.057493754,-0.20826161,0.35212606,-0.08580409,0.4056422,-0.36948618,0.2584064,0.32745516,0.20759702,0.20164733,0.29350114,-0.31712228,0.29235965,0.06496611,-0.20814452,-0.2712576,-0.31842688,0.13444212,-0.05422668,-0.27330258,0.09162007,-0.17528504,0.16274889,-0.17815588,0.31914943,-0.0082676895,0.055248395,0.24891686,-0.2938253
GLI1,-0.13535574,-0.07365317,0.2155186,0.063962296,-0.31045514,-0.35657698,0.124742955,0.2504795,0.2791002,-0.16874573,-0.067943394,-0.25160742,0.24358773,0.2365988,-0.24025087,0.40528634,0.20634282,0.04760007,0.2190227,0.31609035,-0.07846584,-0.06632524,0.30565602,0.34093285,0.1750521,-0.29247123,0.2949194,-0.2249184,-0.15802589,0.15354848,-0.2513186,-0.36873236,0.20801356,0.25750127,-0.38328934,-0.056291632,-0.20423166,0.34464926,-0.08333458,0.3986941,-0.362054,0.25216484,0.32005346,0.20265725,0.19682387,0.2880474,-0.3110819,0.28744838,0.06521664,-0.2031036,-0.26606315,-0.31261104,0.13009292,-0.04969679,-0.26801202,0.090015024,-0.17127958,0.15948732,-0.1755264,0.313848,-0.018129975,0.054725654,0.24240653,-0.28912297
TCF3,-0.1382532,-0.07389773,0.22437993,0.065064624,-0.31938094,-0.3684433,0.12529191,0.25227666,0.2853893,-0.17648707,-0.07286542,-0.26059872,0.24817172,0.24048917,-0.24426776,0.41417825,0.20687667,0.0400116,0.22157234,0.32492498,-0.086061254,-0.061790243,0.3129602,0.35157692,0.17573927,-0.3026355,0.30487317,-0.22924559,-0.16222821,0.15580054,-0.25597507,-0.37684017,0.21634792,0.26071036,-0.3924665,-0.05962093,-0.20997033,0.35617322,-0.08295892,0.40773106,-0.37318766,0.2605367,0.33253708,0.21177441,0.19864617,0.29575697,-0.31819567,0.29499257,0.06734267,-0.21151665,-0.27485716,-0.31947985,0.13769892,-0.04676711,-0.27709955,0.09165313,-0.17697775,0.15910514,-0.17339619,0.32024693,-0.0059516737,0.05031813,0.24843198,-0.29470366
NCOA3,-0.13698404,-0.07061573,0.21806785,0.06107281,-0.31448543,-0.36059803,0.12571642,0.25470608,0.2820008,-0.17037424,-0.07183935,-0.2527147,0.24605608,0.23910584,-0.24228004,0.4082362,0.20869377,0.014940578,0.22358009,0.31989157,-0.075101204,-0.026928633,0.30887988,0.34528774,0.18059838,-0.2957403,0.29982096,-0.2263515,-0.16043213,0.15663686,-0.25577036,-0.37170193,0.20910825,0.25733048,-0.3869159,-0.056596622,-0.20721985,0.34766066,-0.08417548,0.4035994,-0.3667063,0.25623667,0.32272756,0.2046431,0.20161587,0.29021806,-0.31483412,0.28969777,0.064044334,-0.20731094,-0.2688505,-0.31689095,0.13231733,-0.054140802,-0.27088186,0.09177516,-0.17395082,0.16157222,-0.1766982,0.31720442,-0.0027468689,0.05540842,0.24637938,-0.2911315
AMER1,-0.14707407,-0.08633377,0.22386715,0.069487676,-0.31284717,-0.3742988,0.12161672,0.263364,0.29520306,-0.17665017,-0.07057229,-0.27192965,0.24491552,0.25022933,-0.24509051,0.41654304,0.2156304,0.09315465,0.22360593,0.31979713,-0.0919716,-0.09893122,0.3170988,0.33797592,0.17534444,-0.30081534,0.29456776,-0.23844944,-0.16577518,0.15884103,-0.25371167,-0.3638963,0.20337968,0.2703922,-0.39508495,-0.057882983,-0.20722395,0.3652444,-0.08776633,0.4077794,-0.36642817,0.2603905,0.34356755,0.20472595,0.2012159,0.3056358,-0.31230158,0.29409352,0.07473791,-0.2048763,-0.27337244,-0.31819516,0.13030237,-0.047402628,-0.27181995,0.08504628,-0.18370019,0.1566292,-0.18997878,0.3177858,-0.04793296,0.060081564,0.24685657,-0.30936083
NUP93,-0.13644078,-0.07162818,0.22025728,0.0635566,-0.31683388,-0.36350965,0.12309192,0.2513026,0.28236857,-0.17366579,-0.07040714,-0.25731406,0.24563865,0.2384356,-0.2413836,0.41102755,0.20576711,0.03566683,0.21936664,0.3216297,-0.083385974,-0.060180265,0.3097466,0.34721708,0.17457107,-0.29817712,0.30132002,-0.22650531,-0.16035445,0.15515067,-0.253173,-0.37286907,0.21191747,0.25812858,-0.38932297,-0.057406943,-0.20740959,0.3502718,-0.08136082,0.4052405,-0.36821622,0.25687665,0.32708824,0.20823485,0.19788508,0.29171145,-0.31613392,0.29042467,0.06635353,-0.20864439,-0.27099222,-0.3165924,0.13378075,-0.045665525,-0.27314666,0.09080042,-0.17389564,0.15816523,-0.17387499,0.31800222,-0.0064887814,0.051176753,0.24464127,-0.29233506
