,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
PGR,-0.13461831,-0.061845295,0.21821798,0.054463323,-0.31453103,-0.3602001,0.12717032,0.2579258,0.2805844,-0.1677466,-0.08172041,-0.2491824,0.24693367,0.23970813,-0.24288282,0.4047593,0.20932585,-0.097844,0.23094755,0.3198814,-0.06664388,0.08224818,0.3146128,0.34486514,0.1852957,-0.2960264,0.30059683,-0.23011105,-0.16149655,0.15754586,-0.26322052,-0.37129995,0.20254709,0.2565807,-0.38608503,-0.06202671,-0.20515493,0.34647045,-0.086902924,0.40425014,-0.3658382,0.25640047,0.32124,0.20398091,0.20521301,0.28770465,-0.31473762,0.28713003,0.060244918,-0.20716551,-0.26745233,-0.3204129,0.13525924,-0.05757142,-0.27245283,0.08908956,-0.17204188,0.16271478,-0.17482884,0.31391093,0.058092978,0.055386,0.25370744,-0.28874356
TP53BP1,-0.14082377,-0.0724032,0.21829334,0.06141956,-0.31228045,-0.36519337,0.12831722,0.2567577,0.28453666,-0.17065915,-0.07758081,-0.25475624,0.24914941,0.24346143,-0.24611858,0.41185042,0.21089777,-0.016353805,0.22910589,0.31916273,-0.075589195,0.011770278,0.31170097,0.34631705,0.18264008,-0.2985308,0.30187273,-0.2317657,-0.16433375,0.1570393,-0.25863072,-0.36912915,0.20777678,0.26087052,-0.38994572,-0.06007684,-0.20924151,0.3529124,-0.09201646,0.40545443,-0.37184775,0.25547844,0.3298689,0.20515731,0.20259945,0.2950856,-0.31191546,0.29219037,0.06897304,-0.20604017,-0.27022514,-0.32045463,0.13608292,-0.059522506,-0.2727622,0.091173604,-0.17754604,0.16161218,-0.17872515,0.3156933,0.01942036,0.05792918,0.25460792,-0.29392338
MSH3,-0.14234637,-0.07272819,0.22147702,0.061654836,-0.3169164,-0.37039113,0.12906721,0.2587727,0.28794825,-0.17270052,-0.07890954,-0.25689238,0.25227642,0.24625382,-0.24958387,0.41636032,0.21345071,-0.015195705,0.23208699,0.32320398,-0.07463861,0.015066266,0.31549072,0.3512516,0.18559682,-0.30319366,0.30567104,-0.2340958,-0.16634294,0.15884724,-0.26090366,-0.37366158,0.21035516,0.26338542,-0.39499295,-0.061012167,-0.21163508,0.35613352,-0.09314905,0.41000462,-0.37670216,0.25852698,0.33406547,0.20750993,0.20461813,0.29861772,-0.3159645,0.2954508,0.06878716,-0.20949662,-0.27384433,-0.3248399,0.13722715,-0.06111279,-0.27557236,0.09307632,-0.17959335,0.16379663,-0.18010871,0.31940746,0.01807312,0.058368202,0.25797644,-0.29750437
TEK,-0.13772972,-0.07458374,0.22129938,0.06431966,-0.31762284,-0.36436266,0.12694368,0.2527424,0.28380853,-0.17392597,-0.0687335,-0.2576087,0.24806264,0.24085736,-0.24378483,0.41155505,0.20835042,0.06619958,0.22175337,0.32170618,-0.07970862,-0.078636825,0.3099107,0.3471638,0.17654924,-0.2996859,0.30110654,-0.22696635,-0.16046388,0.1563389,-0.25476843,-0.37382275,0.21243408,0.26016894,-0.39043027,-0.055854067,-0.20791271,0.3512894,-0.083831854,0.40552998,-0.3684852,0.25684723,0.32717055,0.20778182,0.19880366,0.29409027,-0.31674486,0.2923402,0.06579422,-0.20810094,-0.2711431,-0.3167544,0.13237065,-0.050881103,-0.27367467,0.09207545,-0.1746631,0.16107844,-0.17686921,0.3194437,-0.029285755,0.05317136,0.24571079,-0.29411092
CYLD,-0.13496138,-0.06853625,0.21865289,0.0626791,-0.32196206,-0.364381,0.11789271,0.25132787,0.28165066,-0.1744913,-0.06894822,-0.25727588,0.24501467,0.23788336,-0.24012655,0.41325706,0.20564182,0.035258606,0.21972463,0.3214928,-0.08117004,-0.06193315,0.30889344,0.34618425,0.17642935,-0.29834774,0.30167896,-0.22284591,-0.1603686,0.1538539,-0.24978256,-0.3718387,0.2097393,0.25400802,-0.39172873,-0.056158844,-0.20716807,0.34497812,-0.07728992,0.40781146,-0.3687635,0.25707674,0.32382154,0.20897946,0.19865796,0.28945437,-0.3169901,0.2870941,0.06531006,-0.2079249,-0.27017176,-0.31843296,0.12731387,-0.043926544,-0.2709126,0.093419716,-0.1712841,0.15702257,-0.17409143,0.32038963,-0.009661017,0.050645947,0.24311478,-0.2927023
NSD2,-0.14257614,-0.07685709,0.21916118,0.06348421,-0.31316397,-0.36930734,0.12455415,0.25473097,0.28613266,-0.17316127,-0.07302646,-0.25874615,0.2502306,0.24362965,-0.24636757,0.41855806,0.2097934,0.04052666,0.22562985,0.3214577,-0.082008794,-0.046180326,0.3111407,0.3464865,0.17932951,-0.30079752,0.3026319,-0.23152426,-0.1645892,0.15691598,-0.25454155,-0.36883104,0.20890747,0.26266408,-0.39302516,-0.05748049,-0.20989373,0.35543406,-0.09034317,0.40835088,-0.37303814,0.2565228,0.33414656,0.20663595,0.19972184,0.2981611,-0.31178665,0.2945325,0.07128499,-0.20690249,-0.2725733,-0.3202467,0.13440853,-0.055325843,-0.27284205,0.092109226,-0.1778701,0.15839705,-0.17902978,0.31751242,-0.010512885,0.055990756,0.25290513,-0.29740614
UPF1,-0.13686521,-0.073335454,0.22003284,0.0641771,-0.31620038,-0.36308235,0.12367438,0.2518992,0.28158718,-0.17350763,-0.069454886,-0.25614882,0.2458241,0.23835129,-0.24199894,0.4103471,0.20566384,0.042527266,0.22011699,0.32112837,-0.08338314,-0.0645915,0.30884674,0.34679696,0.17538564,-0.29766965,0.3002778,-0.22634956,-0.16047233,0.15493777,-0.25373986,-0.37292287,0.2113145,0.25845984,-0.38824445,-0.057615194,-0.20710671,0.35002515,-0.08228259,0.40339935,-0.36731315,0.25684443,0.32560813,0.20792714,0.1987739,0.2918166,-0.314995,0.29007936,0.066074185,-0.20829141,-0.27083758,-0.31743723,0.1332021,-0.04732137,-0.27321845,0.09161935,-0.17471239,0.1591579,-0.17385139,0.3164436,-0.011567213,0.05265431,0.24472228,-0.29190934
CSDE1,-0.13217525,-0.06625779,0.21714163,0.060719535,-0.31345963,-0.3592105,0.1187737,0.25014284,0.2784211,-0.17132616,-0.0702351,-0.25632876,0.24146622,0.23488972,-0.23723999,0.4086184,0.20260076,-0.00095600635,0.21677032,0.31858328,-0.08726455,-0.0390024,0.30807713,0.34518322,0.16849396,-0.29461917,0.29846564,-0.22543417,-0.16017224,0.14832526,-0.24770206,-0.36843246,0.20694004,0.25763327,-0.3879078,-0.05847521,-0.20321673,0.34611088,-0.07771397,0.40328303,-0.3648656,0.25162837,0.32533872,0.20760174,0.19533001,0.28810576,-0.31321928,0.28731844,0.065966204,-0.20545086,-0.26839393,-0.31527734,0.13153538,-0.037986048,-0.27305803,0.0857357,-0.1691482,0.1542261,-0.16843459,0.3147301,0.018022615,0.048380755,0.24142572,-0.29014426
ERF,-0.13525757,-0.07378061,0.21535772,0.063247144,-0.31087616,-0.3557043,0.124109,0.25115383,0.27821234,-0.16923109,-0.06498765,-0.25095594,0.24329516,0.23598582,-0.23989886,0.40447038,0.20521918,0.06556183,0.21833652,0.31609482,-0.077279046,-0.079818875,0.30390584,0.34062892,0.17589334,-0.29189125,0.29418907,-0.22318211,-0.1581288,0.15423954,-0.25024146,-0.36777285,0.20741409,0.2550978,-0.38255465,-0.054324336,-0.2046116,0.34375525,-0.082483895,0.39816043,-0.3612389,0.25256908,0.31826133,0.20359409,0.19856516,0.2875194,-0.310676,0.28665116,0.06424931,-0.20354497,-0.2661883,-0.312535,0.12863225,-0.05196186,-0.2673313,0.09159839,-0.17184775,0.15946339,-0.1756834,0.31370395,-0.03315601,0.05522004,0.24152027,-0.2879791
PRDM14,-0.13684481,-0.066538975,0.22325356,0.063400075,-0.32420903,-0.36855572,0.11760786,0.25403523,0.28530738,-0.1778807,-0.08239205,-0.26144353,0.24496649,0.23820642,-0.24278218,0.41393834,0.2048852,-0.048696212,0.22287205,0.32382214,-0.09135956,0.008347765,0.31463578,0.3506748,0.17521808,-0.30339283,0.3070116,-0.22892095,-0.16600092,0.15363161,-0.25179717,-0.37534863,0.21467288,0.25608006,-0.39730698,-0.06666341,-0.20626234,0.34873182,-0.078523606,0.4102568,-0.374999,0.2598497,0.33185858,0.21369515,0.19683841,0.29358023,-0.31967553,0.29096153,0.069542296,-0.21031481,-0.274115,-0.3227448,0.13388695,-0.040365133,-0.27529535,0.09382598,-0.1739316,0.15599835,-0.1720871,0.32465795,0.053524368,0.04827894,0.247098,-0.29274648
TNFAIP3,-0.13671166,-0.07471745,0.21818218,0.06403359,-0.31351003,-0.35967982,0.12703949,0.25195196,0.28091264,-0.17125943,-0.06764907,-0.25301257,0.2455309,0.23952815,-0.24215654,0.4079852,0.20818241,0.066326976,0.2200967,0.3195059,-0.077940755,-0.07953903,0.30617613,0.34351313,0.17656806,-0.29527497,0.29751956,-0.22608739,-0.15971276,0.15569699,-0.25322598,-0.3711385,0.2100268,0.25930184,-0.38691118,-0.055027723,-0.20673662,0.34851798,-0.08449456,0.40212724,-0.36478359,0.25454462,0.3227318,0.205282,0.1994575,0.29139614,-0.31404293,0.29031733,0.06639445,-0.20544055,-0.26872674,-0.31447294,0.13111778,-0.05275609,-0.270444,0.09158382,-0.1739389,0.16107777,-0.17717534,0.31713113,-0.031020768,0.054774746,0.24433327,-0.29138762
PPP2R1A,-0.13764471,-0.067965,0.21998243,0.059421692,-0.31546378,-0.36281538,0.12885228,0.25839937,0.28507555,-0.17118177,-0.07966185,-0.25493085,0.24873671,0.24207115,-0.24492513,0.40908933,0.21091759,-0.03942429,0.2285161,0.32150245,-0.0737412,0.029361658,0.31316173,0.3473115,0.18362391,-0.2987826,0.30301166,-0.23097299,-0.16352251,0.1583246,-0.25970954,-0.37430352,0.20974453,0.2599181,-0.38970453,-0.060282007,-0.20761473,0.3501256,-0.08746449,0.40724996,-0.37008786,0.25803417,0.3269258,0.20708573,0.20369937,0.2922531,-0.3181647,0.29290223,0.06450861,-0.20816211,-0.2713261,-0.31937456,0.13530022,-0.056543563,-0.2728865,0.09215988,-0.1745156,0.1630527,-0.17977634,0.32028022,0.030015592,0.056504633,0.25170618,-0.29289657
PRDM1,-0.13523465,-0.06945837,0.2175999,0.06105403,-0.31502843,-0.36079103,0.12012018,0.24940947,0.28022248,-0.17090797,-0.068916105,-0.25611696,0.24464001,0.23617157,-0.23792425,0.40865564,0.20415835,0.029201292,0.21819118,0.3195927,-0.08075836,-0.05554094,0.308246,0.34346843,0.17432164,-0.29503667,0.29844874,-0.22336274,-0.15782854,0.1524697,-0.25030333,-0.36878657,0.20821095,0.25535122,-0.38653952,-0.056187384,-0.20437998,0.34447342,-0.079775676,0.40344346,-0.36319184,0.25286496,0.32222962,0.20554304,0.19717397,0.28862715,-0.31304947,0.28788707,0.06538166,-0.20443374,-0.26732498,-0.3135212,0.12947467,-0.043880776,-0.26993296,0.08953681,-0.16993544,0.15570575,-0.17204177,0.31596988,-0.004801498,0.0509778,0.24313033,-0.29089713
HLA-A,-0.13769883,-0.07487562,0.2213257,0.06498019,-0.31761828,-0.36390483,0.12745947,0.25330853,0.28378147,-0.17379396,-0.06786765,-0.25708327,0.24801987,0.24186891,-0.24494958,0.41103873,0.20887724,0.07593237,0.22179215,0.32248563,-0.07838686,-0.086013876,0.30986625,0.34740373,0.1778939,-0.29958665,0.30051973,-0.22683471,-0.1613914,0.15703687,-0.254077,-0.37482896,0.21251565,0.26032484,-0.39061913,-0.055908106,-0.20853029,0.35144,-0.08410041,0.40526778,-0.36924136,0.256744,0.32699716,0.20796406,0.1996003,0.29409498,-0.31718263,0.29202437,0.06578661,-0.20821844,-0.2717942,-0.31682333,0.13171437,-0.052673534,-0.27221125,0.092776895,-0.17518902,0.16176742,-0.1783713,0.31994757,-0.037154347,0.05438838,0.24623829,-0.2941006
PDCD1,-0.1371074,-0.06800611,0.2198199,0.06061663,-0.31750005,-0.36490798,0.12523441,0.25690642,0.28367072,-0.17226088,-0.077996746,-0.2555923,0.24754316,0.24064416,-0.24455948,0.4117359,0.20993866,-0.036048185,0.22575366,0.3233857,-0.08010716,0.012460504,0.3122726,0.34866244,0.17984435,-0.30013564,0.3047354,-0.23021924,-0.16380545,0.15754487,-0.25832942,-0.37507433,0.21146327,0.26021034,-0.39114708,-0.06106653,-0.20763074,0.34999332,-0.08458569,0.40844342,-0.37150648,0.2581792,0.32769182,0.20753583,0.20119986,0.29351023,-0.31923223,0.2926922,0.06555319,-0.20850536,-0.2727096,-0.32000837,0.13510492,-0.0498492,-0.2738613,0.09168069,-0.17320265,0.16188508,-0.17784598,0.32051083,0.03494869,0.054294147,0.25009596,-0.29288024
NEGR1,-0.1343464,-0.06968559,0.21475896,0.062413566,-0.3154013,-0.35833117,0.11803458,0.25081724,0.27785733,-0.17211285,-0.069466904,-0.25362748,0.2437561,0.23531875,-0.2389217,0.407901,0.20438054,0.0147360675,0.2195377,0.31835607,-0.083334476,-0.045660086,0.30622333,0.3422684,0.17547849,-0.29416004,0.29652968,-0.22252673,-0.15896305,0.15270314,-0.24828969,-0.37008187,0.2050636,0.25363958,-0.3873336,-0.05847782,-0.20541213,0.34081888,-0.08070968,0.40157485,-0.36411184,0.25349152,0.3196888,0.2051318,0.19755499,0.28705978,-0.3120774,0.28401083,0.06597352,-0.20442165,-0.26781207,-0.3148282,0.12895669,-0.044468753,-0.2671867,0.092225775,-0.170021,0.15682991,-0.17397904,0.31464782,0.0077604908,0.052586064,0.24187939,-0.28848004
AXIN1,-0.13822868,-0.07363759,0.22423205,0.06487863,-0.31945625,-0.3677409,0.12744871,0.25328997,0.28545582,-0.1753807,-0.07234595,-0.25964457,0.24931209,0.24210867,-0.24565428,0.41426557,0.2088933,0.038286887,0.22329044,0.3240826,-0.08274957,-0.05604144,0.31383476,0.35122442,0.17742503,-0.30314532,0.30487645,-0.22995366,-0.16267759,0.15644245,-0.2584727,-0.37674746,0.21527103,0.2615353,-0.39214367,-0.058764312,-0.20952341,0.35530627,-0.08452869,0.40860772,-0.37260294,0.25986528,0.33211794,0.21060109,0.1991803,0.29636344,-0.31914634,0.29515073,0.0656443,-0.21017398,-0.27483603,-0.31996495,0.13661766,-0.04881774,-0.27666774,0.09157188,-0.17631076,0.16152775,-0.17659968,0.3204847,-0.007928747,0.052162495,0.24913873,-0.29559904
TSC1,-0.13724431,-0.07463883,0.21976684,0.06417078,-0.3141977,-0.36141172,0.12710547,0.25212383,0.282111,-0.17159775,-0.06730967,-0.25580174,0.24687827,0.23994344,-0.24214736,0.40899685,0.20773503,0.061536066,0.220837,0.31941715,-0.07809049,-0.07384777,0.30858964,0.3452704,0.17732373,-0.29621226,0.29859337,-0.22633563,-0.15915123,0.15563776,-0.2544946,-0.37182584,0.2107223,0.259584,-0.38677785,-0.055090483,-0.20779605,0.3501431,-0.08443423,0.40268263,-0.3658324,0.25482845,0.32415348,0.20615345,0.19930722,0.2920359,-0.31407562,0.29052275,0.06521832,-0.20647614,-0.2686386,-0.31497654,0.13223252,-0.051795505,-0.27179855,0.09057542,-0.17410168,0.16067359,-0.17628685,0.31647146,-0.027505947,0.05438158,0.24509081,-0.2927293
DICER1,-0.13833998,-0.07540071,0.21917138,0.06355927,-0.31333598,-0.36081475,0.13069186,0.25433066,0.28256798,-0.17089559,-0.06870799,-0.25327733,0.24832554,0.24215955,-0.24497062,0.40840077,0.21071129,0.05919603,0.22381873,0.32005498,-0.074004464,-0.06266832,0.30880007,0.34482598,0.1800934,-0.29739118,0.2993213,-0.22785312,-0.16057265,0.15823068,-0.25711265,-0.3731566,0.21065044,0.2611819,-0.38687146,-0.055228103,-0.20853113,0.35092062,-0.08766147,0.4026875,-0.3667794,0.25583777,0.32485,0.20483653,0.20116515,0.29334337,-0.31549135,0.29238248,0.064871125,-0.20635533,-0.26974547,-0.31571707,0.1327719,-0.05703661,-0.27153638,0.0924154,-0.17510858,0.16381013,-0.18004534,0.31780344,-0.029958826,0.05690397,0.24734119,-0.29278368
PARP1,-0.13466792,-0.07132515,0.21567775,0.062366568,-0.31300068,-0.35713363,0.123437785,0.2505915,0.27891672,-0.1693219,-0.066049896,-0.25225827,0.24413267,0.23694074,-0.23973595,0.40626812,0.20612493,0.051825445,0.21891063,0.31672975,-0.077202484,-0.07061452,0.3060916,0.34175462,0.17499802,-0.29343104,0.2956122,-0.22320384,-0.1574037,0.15455508,-0.25112382,-0.3683062,0.20758343,0.25676033,-0.3841832,-0.054438833,-0.20475096,0.344151,-0.081115894,0.4000436,-0.36197522,0.2519481,0.31931257,0.20333236,0.19745032,0.28750974,-0.31250313,0.28634453,0.06459381,-0.20399258,-0.26606986,-0.31288236,0.1277735,-0.049497724,-0.2680204,0.09083264,-0.17034613,0.15914395,-0.17537384,0.31458652,-0.022925736,0.054288067,0.24215625,-0.28935242
CASP8,-0.13883732,-0.075181074,0.22539166,0.06624922,-0.32153916,-0.36685425,0.13246037,0.2546237,0.2859654,-0.17377582,-0.06980564,-0.25944585,0.25032142,0.24540341,-0.24841884,0.4143167,0.21239117,0.08034775,0.22836518,0.32197893,-0.078037746,-0.08637998,0.31579867,0.34998515,0.17942478,-0.3073831,0.3011242,-0.23031041,-0.16176641,0.15519442,-0.25888062,-0.3756644,0.21300861,0.26397312,-0.39302874,-0.059216768,-0.20850772,0.35933074,-0.08790233,0.40571082,-0.37547246,0.2614599,0.33461446,0.2108346,0.19832556,0.29450193,-0.31763965,0.29539093,0.06582182,-0.21205866,-0.27480265,-0.321788,0.13879022,-0.05197745,-0.27742314,0.09094814,-0.17577204,0.16250482,-0.17939585,0.31930292,-0.035323244,0.054059923,0.2512198,-0.30015677
POLD1,-0.13643758,-0.07127564,0.22023974,0.06135711,-0.31440654,-0.36071157,0.13072364,0.25476897,0.28174394,-0.17018902,-0.07314733,-0.2517688,0.24752608,0.24114409,-0.24459651,0.40550542,0.20978552,0.012306772,0.22637293,0.31935906,-0.07099203,-0.019515956,0.31088218,0.34481835,0.18237342,-0.29714376,0.29912928,-0.22818667,-0.1609939,0.15735044,-0.25958925,-0.3716693,0.20861891,0.25868356,-0.3858587,-0.057997875,-0.2079367,0.35002366,-0.08682473,0.4024551,-0.36674616,0.25696394,0.32365626,0.20550059,0.20241298,0.29104963,-0.31433335,0.2898346,0.062827714,-0.20727716,-0.26903236,-0.31772485,0.13441464,-0.058723003,-0.27237815,0.09128139,-0.17507218,0.16363212,-0.1775181,0.31580794,-0.0046876557,0.05571734,0.25009584,-0.29059798
NBN,-0.13637169,-0.07469994,0.2194646,0.06540619,-0.3142686,-0.36005643,0.12819657,0.25097623,0.2808305,-0.17154928,-0.066894844,-0.2543541,0.24646547,0.23916432,-0.24279201,0.40728363,0.20698087,0.071079575,0.22053806,0.31841648,-0.078097746,-0.082415365,0.3076641,0.34450534,0.17699564,-0.29594284,0.2982396,-0.22510019,-0.15982014,0.15474151,-0.25308046,-0.37044322,0.21109653,0.25787717,-0.3859122,-0.05503945,-0.20661035,0.34867,-0.083930865,0.40158722,-0.36576173,0.25477204,0.3237395,0.2063174,0.19852728,0.2910976,-0.3132742,0.28985724,0.065013945,-0.20572107,-0.26879582,-0.31444058,0.13139328,-0.052412864,-0.27048817,0.09203246,-0.173922,0.16107146,-0.1769963,0.3164198,-0.03410713,0.054706722,0.24406499,-0.29092216
NTRK2,-0.13545713,-0.07133813,0.21849307,0.06277481,-0.3170728,-0.3618722,0.123778775,0.25060955,0.28109086,-0.17201078,-0.067166395,-0.2572808,0.24704927,0.23876858,-0.2408446,0.41044974,0.20584887,0.050516892,0.21983276,0.32045105,-0.0793796,-0.06925077,0.3092664,0.3453784,0.17654699,-0.29746908,0.29993466,-0.22442369,-0.1585248,0.15573314,-0.2522269,-0.37125242,0.20998573,0.2570658,-0.387528,-0.05556808,-0.20650056,0.347265,-0.081811436,0.40365803,-0.36606303,0.2553654,0.3238657,0.20738241,0.19815083,0.2896193,-0.31527182,0.2887555,0.06498071,-0.2071158,-0.26838413,-0.31424743,0.13080345,-0.04682251,-0.27060536,0.09252862,-0.17130801,0.15843128,-0.17514256,0.31685507,-0.019267794,0.052703284,0.24394876,-0.29198146
TAP2,-0.13500133,-0.07018452,0.21741611,0.062329594,-0.3168511,-0.36022198,0.12116675,0.25059757,0.27934128,-0.17198788,-0.066473715,-0.25323755,0.24462244,0.23757741,-0.24042907,0.41000998,0.20560728,0.051318966,0.21880938,0.31989917,-0.077569485,-0.071845815,0.30678347,0.34445208,0.17753752,-0.2949351,0.29821348,-0.22276694,-0.15906653,0.15486376,-0.2505679,-0.36954397,0.20768495,0.25488847,-0.3872707,-0.054697666,-0.20620388,0.34307986,-0.08057477,0.40395114,-0.36394328,0.2540776,0.3197844,0.2067548,0.19989502,0.28854346,-0.3144849,0.28708872,0.06424577,-0.20685573,-0.26826215,-0.31583926,0.12794673,-0.04805935,-0.26888338,0.093193546,-0.17140144,0.1584638,-0.17630976,0.31690428,-0.022265246,0.052426554,0.24252337,-0.29075855
CSF3R,-0.13732304,-0.07588095,0.22076249,0.06557564,-0.32078803,-0.36414635,0.12645577,0.25324535,0.2832892,-0.17560422,-0.06666314,-0.25721043,0.248961,0.242884,-0.2447631,0.4103838,0.20840135,0.09475863,0.22170283,0.32263482,-0.07563967,-0.09905057,0.30796537,0.34595457,0.18038651,-0.29968178,0.3009476,-0.22276726,-0.16204539,0.158493,-0.25162354,-0.37331456,0.21182597,0.2570256,-0.39223433,-0.054282583,-0.20873792,0.34764045,-0.083227254,0.4059161,-0.36924553,0.25858015,0.32401043,0.20832741,0.20152347,0.29325294,-0.3177701,0.28926462,0.066580854,-0.20932758,-0.27162018,-0.31833303,0.1280024,-0.054857984,-0.27117574,0.0975178,-0.17622949,0.16280143,-0.17927109,0.3218668,-0.051121145,0.055904355,0.24468654,-0.29353467
NF2,-0.13749994,-0.070297986,0.21950081,0.065266624,-0.3227225,-0.366458,0.11672515,0.2527317,0.28389788,-0.17769931,-0.07802287,-0.25972244,0.24462497,0.23624569,-0.24051401,0.413082,0.20521674,-0.03047575,0.22031331,0.3221245,-0.0965911,-0.015008897,0.31272247,0.34743476,0.17189981,-0.29890692,0.3036424,-0.22796322,-0.16112533,0.15593772,-0.2516816,-0.37257022,0.21197021,0.25584644,-0.3941502,-0.06469982,-0.20805898,0.3454875,-0.07909033,0.4079826,-0.36979854,0.25843686,0.3266374,0.2095553,0.19584076,0.29086882,-0.3179167,0.28696656,0.07157182,-0.2091373,-0.27305424,-0.31901306,0.13442773,-0.038550556,-0.2735765,0.094334476,-0.17171177,0.15642887,-0.17362747,0.3208778,0.049911205,0.051173802,0.24245559,-0.290855
ETV1,-0.13663737,-0.072864175,0.21632263,0.06188789,-0.3132293,-0.35797757,0.13058756,0.25501588,0.2821233,-0.1689075,-0.06982727,-0.25134945,0.24763492,0.24135289,-0.24314144,0.40653288,0.21029666,0.045135856,0.22481167,0.31865424,-0.06876609,-0.043105282,0.3080984,0.3420979,0.18402152,-0.2953459,0.2969587,-0.22687465,-0.15962875,0.15959644,-0.25584757,-0.37145168,0.20784733,0.25833416,-0.3855004,-0.05521691,-0.20599979,0.34570754,-0.088376954,0.4014676,-0.36309892,0.25469673,0.3197418,0.20359854,0.20298846,0.28958416,-0.31460696,0.29011208,0.06371349,-0.20511508,-0.26744878,-0.31457633,0.12964764,-0.059927024,-0.26809052,0.09522837,-0.173655,0.1646031,-0.18161905,0.31731552,-0.026271313,0.059654422,0.24709293,-0.29092965
MYOD1,-0.13168153,-0.0698865,0.2095168,0.061623316,-0.31335196,-0.35284078,0.11950156,0.24893466,0.27466843,-0.167977,-0.0634868,-0.24669588,0.24195905,0.23382065,-0.23599419,0.40240937,0.20409223,0.047928374,0.21923074,0.31453454,-0.072836384,-0.06539923,0.30027178,0.33634877,0.17808823,-0.28662673,0.29191557,-0.21726991,-0.15667945,0.15242885,-0.24439815,-0.3622029,0.2006493,0.24949965,-0.3818872,-0.051272992,-0.2028001,0.33262938,-0.07995221,0.3974685,-0.3573911,0.24834625,0.30937046,0.19989341,0.19933337,0.28167856,-0.30830467,0.27920806,0.063940644,-0.20040655,-0.2607443,-0.30981514,0.12043296,-0.051146228,-0.2618054,0.09448671,-0.16771434,0.15896049,-0.17527784,0.3131311,-0.025628198,0.05649161,0.2370393,-0.2843438
CDKN1B,-0.14623821,-0.069650784,0.22870383,0.054073427,-0.33155996,-0.38192818,0.13114917,0.28172356,0.301158,-0.18137972,-0.08641385,-0.24948889,0.26005548,0.24896966,-0.26518977,0.4315226,0.22735503,-0.09502077,0.24983248,0.3428715,-0.069509685,0.117415085,0.32445216,0.3709243,0.20998117,-0.31331402,0.32039398,-0.24698246,-0.1804201,0.16360581,-0.27985275,-0.3917278,0.21351364,0.26711226,-0.40798396,-0.06375029,-0.22386944,0.36159194,-0.095792435,0.43111324,-0.3962095,0.28202468,0.34251714,0.21769947,0.22485724,0.3047087,-0.33658594,0.3073675,0.057096362,-0.22367838,-0.29255897,-0.34486157,0.14583169,-0.07291333,-0.28590885,0.10196532,-0.18772969,0.17867571,-0.19648655,0.33496702,0.051692083,0.06587276,0.27092138,-0.30919778
