,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7
NUP210L_cnv,0.00069152843,0.00047114352,-0.007152781,0.0026950082,0.0043822443,-0.005198277,-0.012806468,0.013585888
RPS27_cnv,0.00068301056,0.00050165504,-0.007174583,0.002673226,0.0044187447,-0.005230595,-0.012907755,0.013646789
TPM3_cnv,0.00068301056,0.00050165504,-0.007174583,0.0026732264,0.0044187456,-0.005230596,-0.012907755,0.013646789
RN7SL431P_cnv,0.00068253744,0.00050334865,-0.00717579,0.0026720325,0.004420775,-0.005232403,-0.012913387,0.013650173
UBAP2L_cnv,0.00068253744,0.00050334865,-0.00717579,0.0026720325,0.004420775,-0.0052324026,-0.012913387,0.013650173
HAX1_cnv,0.0006825384,0.00050334865,-0.00717579,0.0026720325,0.004420775,-0.005232403,-0.012913387,0.013650172
AQP10_cnv,0.00068212673,0.00050484994,-0.0071768574,0.0026709666,0.0044225613,-0.005233997,-0.01291837,0.013653163
ATP8B2_cnv,0.00068212673,0.00050484994,-0.0071768574,0.0026709666,0.0044225613,-0.005233997,-0.01291837,0.013653163
IL6R_cnv,0.0006814534,0.0005072253,-0.0071785413,0.0026692739,0.004425424,-0.005236526,-0.012926318,0.013657918
SHE_cnv,0.0006820578,0.0005050595,-0.0071770027,0.0026708166,0.0044228407,-0.0052342275,-0.012919143,0.013653599
TDRD10_cnv,0.00068205874,0.0005050595,-0.0071770027,0.0026708166,0.0044228407,-0.0052342275,-0.012919143,0.013653599
UBE2Q1_cnv,0.00068205874,0.0005050595,-0.0071770027,0.0026708166,0.0044228407,-0.0052342275,-0.012919143,0.013653599
CHRNB2_cnv,0.00068205874,0.0005050595,-0.0071770027,0.0026708166,0.0044228407,-0.0052342275,-0.012919143,0.013653599
ADAR_cnv,0.0006821966,0.0005045552,-0.0071766414,0.0026711691,0.0044222483,-0.005233694,-0.012917474,0.013652601
KCNN3_cnv,0.0006249398,0.0007111002,-0.0073231123,0.002523725,0.00466602,-0.005452263,-0.01360089,0.014063872
PMVK_cnv,0.0006245058,0.0007126727,-0.0073242243,0.0025226008,0.004667851,-0.0054539265,-0.013606073,0.014066994
PBXIP1_cnv,0.0006245058,0.0007126727,-0.0073242243,0.0025226008,0.004667851,-0.0054539265,-0.013606073,0.014066994
PYGO2_cnv,0.0006245058,0.0007126727,-0.0073242243,0.0025226008,0.004667851,-0.0054539265,-0.013606073,0.014066994
SHC1_cnv,0.0006245058,0.0007126727,-0.0073242243,0.0025226008,0.004667851,-0.0054539265,-0.013606073,0.014066994
FLAD1_cnv,0.00062433444,0.00071327575,-0.0073246565,0.0025221668,0.004668559,-0.005454565,-0.013608072,0.014068199
LENEP_cnv,0.0006202096,0.0007280649,-0.007335102,0.0025116447,0.004685792,-0.005470223,-0.0136569515,0.0140975965
ZBTB7B_cnv,0.00062036235,0.00072750915,-0.007334711,0.0025120443,0.0046851384,-0.0054696333,-0.013655111,0.014096487
DCST2_cnv,0.0006202096,0.0007280649,-0.007335102,0.0025116447,0.004685792,-0.005470223,-0.0136569515,0.0140975965
DCST1_cnv,0.00062048156,0.0007270952,-0.007334411,0.0025123376,0.0046846485,-0.005469195,-0.013653725,0.014095657
ADAM15_cnv,0.0006202096,0.0007280649,-0.007335104,0.0025116447,0.004685792,-0.005470223,-0.0136569515,0.0140975965
EFNA3_cnv,0.0006199861,0.0007288703,-0.0073356684,0.0025110678,0.004686727,-0.0054710787,-0.013659606,0.014099197
EFNA4_cnv,0.0006199004,0.000729172,-0.0073358845,0.002510854,0.004687081,-0.0054714065,-0.013660625,0.01409981
EFNA1_cnv,0.0006226031,0.0007194716,-0.007329028,0.0025177533,0.0046757953,-0.0054611326,-0.013628595,0.014080507
DPM3_cnv,0.0006226031,0.0007194716,-0.007329028,0.0025177533,0.0046757953,-0.0054611326,-0.013628595,0.014080507
SLC50A1_cnv,0.0006226031,0.0007194716,-0.007329028,0.0025177533,0.0046757953,-0.0054611326,-0.013628595,0.014080507
KRTCAP2_cnv,0.0006214455,0.0007236579,-0.007331986,0.002514786,0.0046806643,-0.005465536,-0.013642369,0.014088818
TRIM46_cnv,0.0006216839,0.00072277826,-0.007331362,0.002515405,0.004679653,-0.0054646214,-0.0136394985,0.014087079
MUC1_cnv,0.000620855,0.0007257599,-0.007333476,0.0025132797,0.0046831416,-0.0054677837,-0.013649359,0.014093031
THBS3_cnv,0.0006219167,0.0007219345,-0.007330779,0.0025160192,0.004678658,-0.0054637166,-0.013636686,0.014085408
MTX1_cnv,0.00062085316,0.00072575966,-0.007333478,0.0025132797,0.0046831416,-0.005467783,-0.013649359,0.014093031
GBAP1_cnv,0.0006212555,0.00072435616,-0.007332487,0.002514299,0.004681465,-0.005466262,-0.013644638,0.014090205
GBA_cnv,0.0006212555,0.00072435616,-0.007332487,0.002514299,0.004681465,-0.005466262,-0.013644638,0.014090205
FAM189B_cnv,0.0006212555,0.00072435616,-0.007332487,0.002514299,0.004681465,-0.005466262,-0.013644638,0.014090205
SCAMP3_cnv,0.0006292518,0.0006953471,-0.007312024,0.0025349963,0.004647606,-0.005435614,-0.013548939,0.014032552
CLK2_cnv,0.00063096173,0.00068915356,-0.0073076617,0.0025394196,0.0046403697,-0.0054290635,-0.013528494,0.014020242
HCN3_cnv,0.00063085277,0.0006895729,-0.0073079597,0.002539116,0.0046408614,-0.0054295072,-0.0135298725,0.014021076
PKLR_cnv,0.00063085277,0.0006895731,-0.007307958,0.002539116,0.0046408614,-0.0054295072,-0.0135298725,0.014021076
FDPS_cnv,0.0006309049,0.00068940176,-0.007307835,0.0025392408,0.004640651,-0.005429324,-0.013529299,0.01402073
RUSC1_cnv,0.0006306665,0.0006902444,-0.0073084272,0.0025386354,0.0046416363,-0.0054302183,-0.013532082,0.01402241
ASH1L_cnv,0.0006306665,0.0006902444,-0.0073084272,0.0025386354,0.0046416363,-0.0054302183,-0.013532082,0.01402241
MSTO1_cnv,0.000709882,0.00040552206,-0.007105794,0.0027418248,0.0043032933,-0.0051287003,-0.012588296,0.013454804
YY1AP1_cnv,0.000709882,0.00040552206,-0.007105794,0.0027418248,0.0043032933,-0.0051287003,-0.012588298,0.013454804
DAP3_cnv,0.000709882,0.00040552206,-0.007105794,0.0027418248,0.0043032933,-0.0051287003,-0.012588296,0.013454804
GON4L_cnv,0.0007121414,0.00039745425,-0.00709999,0.002747586,0.0042935284,-0.005120135,-0.0125613995,0.013438659
SYT11_cnv,0.00071652327,0.0003817589,-0.0070887115,0.0027587684,0.004274523,-0.0051034996,-0.012509162,0.013407289
RIT1_cnv,0.0007207487,0.00036665355,-0.007077854,0.0027695382,0.004256241,-0.005087476,-0.012458844,0.013377089
RXFP4_cnv,0.00072279293,0.00035934942,-0.007072605,0.0027747499,0.0042473935,-0.005079727,-0.012434516,0.013362478
ARHGEF2_cnv,0.00072365906,0.0003562721,-0.007070385,0.0027769445,0.0042436523,-0.0050764554,-0.012424249,0.013356314
SSR2_cnv,0.0007263385,0.000346703,-0.0070634987,0.0027837586,0.0042320266,-0.0050663105,-0.012392372,0.013337178
UBQLN4_cnv,0.0007296661,0.00033480162,-0.0070549343,0.002792235,0.0042175697,-0.0050536925,-0.012352735,0.013313374
LAMTOR2_cnv,0.00073376205,0.00032025017,-0.0070444327,0.0028026104,0.00419983,-0.0050382367,-0.012304183,0.013284251
RAB25_cnv,0.00073376205,0.00032025017,-0.0070444327,0.0028026104,0.00419983,-0.0050382367,-0.012304183,0.013284251
MEX3A_cnv,0.0007362757,0.0003112806,-0.007037975,0.0028090058,0.004188914,-0.005028723,-0.012274282,0.0132663045
LMNA_cnv,0.0007362757,0.0003112806,-0.007037975,0.0028090058,0.004188914,-0.005028723,-0.012274282,0.0132663045
SEMA4A_cnv,0.0007362757,0.0003112806,-0.007037975,0.0028090063,0.004188914,-0.005028723,-0.012274282,0.0132663045
SLC25A44_cnv,0.00075419806,0.00024763495,-0.0069919173,0.0028543798,0.0041108932,-0.0049611204,-0.012061635,0.0131387655
PMF1_cnv,0.0007551396,0.0002443029,-0.0069895014,0.0028567459,0.0041068112,-0.0049575823,-0.012050528,0.013132101
BGLAP_cnv,0.0007541217,0.0002479097,-0.006992111,0.0028541796,0.0041112406,-0.0049614096,-0.012062568,0.013139327
PAQR6_cnv,0.00075477175,0.00024561002,-0.0069904495,0.0028558131,0.0041084196,-0.0049589705,-0.012054898,0.013134721
SMG5_cnv,0.00075419806,0.00024763495,-0.0069919173,0.0028543794,0.004110894,-0.0049611204,-0.012061635,0.0131387655
TMEM79_cnv,0.00075426046,0.0002473963,-0.0069917403,0.0028545493,0.0041106073,-0.004960872,-0.012060873,0.013138309
VHLL_cnv,0.0007565096,0.00023940345,-0.006985955,0.0028602388,0.004100783,-0.0049523846,-0.01203418,0.0131222885
CCT3_cnv,0.0007538507,0.00024884194,-0.006992787,0.0028535272,0.004112376,-0.0049624057,-0.012065697,0.013141195
TSACC_cnv,0.0007562032,0.00024050684,-0.006986754,0.002859448,0.004102147,-0.004953554,-0.01203786,0.013124498
RHBG_cnv,0.0007562032,0.00024050684,-0.006986754,0.002859448,0.004102147,-0.004953554,-0.01203786,0.013124498
MEF2D_cnv,0.0007590642,0.00023037987,-0.0069793947,0.0028666607,0.004089673,-0.0049428027,-0.012004003,0.013104212
IQGAP3_cnv,0.00076107867,0.00022321823,-0.006974211,0.0028717513,0.004080862,-0.004935212,-0.011980118,0.013089879
TTC24_cnv,0.0007631853,0.00021572271,-0.0069687776,0.0028770915,0.0040716073,-0.004927256,-0.011955064,0.013074842
GPATCH4_cnv,0.00076637976,0.00020444696,-0.006960584,0.0028851312,0.0040576607,-0.004915251,-0.011917256,0.013052188
HAPLN2_cnv,0.0007671537,0.00020171423,-0.006958602,0.0028870767,0.0040542865,-0.0049123485,-0.011908108,0.013046709
BCAN_cnv,0.0007685106,0.00019688695,-0.0069550984,0.0028905203,0.004048314,-0.0049072113,-0.011891937,0.013037017
NES_cnv,0.00076885335,0.00019567716,-0.0069542173,0.0028913775,0.0040468154,-0.004905925,-0.01188788,0.013034589
CRABP2_cnv,0.0007685106,0.00019688695,-0.0069550984,0.0028905203,0.004048314,-0.0049072113,-0.011891937,0.013037017
ISG20L2_cnv,0.0007697847,0.00019242079,-0.0069518406,0.0028937035,0.0040427716,-0.004902444,-0.0118769165,0.013028029
RRNAD1_cnv,0.0007696813,0.00019278307,-0.006952105,0.0028934446,0.0040432215,-0.0049028294,-0.011878131,0.0130287595
MRPL24_cnv,0.00076997466,0.0001917528,-0.0069513563,0.002894165,0.004041951,-0.004901749,-0.011874713,0.013026712
HDGF_cnv,0.00076783635,0.00019929605,-0.0069568437,0.0028887866,0.0040512867,-0.0049097682,-0.011899978,0.0130418595
PRCC_cnv,0.000765102,0.00020897156,-0.0069638807,0.0028819125,0.0040632626,-0.004920054,-0.011932388,0.013061266
SH2D2A_cnv,0.000765915,0.00020611426,-0.0069617964,0.002883953,0.004059731,-0.004917012,-0.0119228065,0.013055528
NTRK1_cnv,0.00076480955,0.00021002418,-0.0069646407,0.0028811651,0.0040645692,-0.004921175,-0.011935923,0.013063386
INSRR_cnv,0.000765522,0.00020750868,-0.0069628097,0.0028829616,0.0040614596,-0.004918495,-0.01192748,0.013058325
PEAR1_cnv,0.000765522,0.00020750868,-0.0069628097,0.0028829616,0.0040614596,-0.004918495,-0.01192748,0.013058325
LRRC71_cnv,0.000767217,0.00020151841,-0.006958453,0.0028872374,0.0040540444,-0.0049121305,-0.011907406,0.0130463
ARHGEF11_cnv,0.0007677749,0.0001995461,-0.006957013,0.0028886413,0.004051606,-0.0049100374,-0.0119007975,0.01304235
RN7SL612P_cnv,0.00076784566,0.00019927789,-0.006956827,0.0028888374,0.0040512765,-0.0049097505,-0.011899915,0.01304181
ETV3L_cnv,0.000769319,0.00019408623,-0.006953042,0.002892536,0.0040448457,-0.004904235,-0.011882512,0.01303139
ETV3_cnv,0.000769319,0.00019408623,-0.006953042,0.002892536,0.0040448457,-0.004904235,-0.011882512,0.01303139
FCRL5_cnv,0.0007579103,0.00023451936,-0.006982412,0.0028636986,0.0040947534,-0.004947178,-0.012017807,0.013112476
FCRL4_cnv,0.0007572118,0.00023701019,-0.006984208,0.002861923,0.00409781,-0.0049498216,-0.0120261125,0.0131174605
FCRL3_cnv,0.0007572118,0.00023701019,-0.006984208,0.002861923,0.004097809,-0.004949822,-0.0120261125,0.0131174605
FCRL2_cnv,0.0007572118,0.00023701019,-0.006984208,0.002861923,0.004097809,-0.004949822,-0.0120261125,0.0131174605
FCRL1_cnv,0.0007572118,0.00023701019,-0.006984208,0.002861923,0.004097809,-0.004949822,-0.0120261125,0.0131174605
CD5L_cnv,0.00075645,0.00023972848,-0.0069861673,0.0028599822,0.0041011516,-0.0049527,-0.012035176,0.013122896
CD1D_cnv,0.0007358659,0.00031276233,-0.007039044,0.0028079147,0.004190728,-0.0050303247,-0.01227925,0.01326932
CD1A_cnv,0.0007358659,0.00031276233,-0.007039044,0.0028079147,0.004190728,-0.0050303247,-0.012279252,0.01326932
CD1C_cnv,0.000735865,0.00031276233,-0.007039044,0.0028079147,0.004190727,-0.0050303247,-0.012279252,0.01326932
CD1B_cnv,0.0007335311,0.00032104412,-0.0070450027,0.0028020293,0.0042008134,-0.005039106,-0.012306862,0.013285874
CD1E_cnv,0.0007335311,0.00032104412,-0.0070450027,0.0028020293,0.0042008134,-0.005039106,-0.012306862,0.013285874
OR10T2_cnv,0.0007315604,0.00032806653,-0.0070500486,0.0027970336,0.00420935,-0.0050465507,-0.012330269,0.01329991
OR10K2_cnv,0.0007315604,0.00032806653,-0.0070500486,0.0027970336,0.00420935,-0.0050465507,-0.012330269,0.01329991
OR10K1_cnv,0.00073094666,0.00033027143,-0.00705163,0.002795475,0.004212032,-0.00504888,-0.012337601,0.013304298
OR10R2_cnv,0.0007361807,0.00031165988,-0.007038206,0.0028087324,0.004189332,-0.005029131,-0.01227553,0.013267056
OR10X1_cnv,0.0007317681,0.00032740622,-0.007049555,0.0027975077,0.004208482,-0.005045839,-0.012328001,0.013298557
OR6P1_cnv,0.0007407749,0.00029535824,-0.007026449,0.0028203358,0.004169452,-0.005011831,-0.012221146,0.013234431
OR6Y1_cnv,0.0007407749,0.00029535824,-0.007026449,0.0028203358,0.004169452,-0.005011831,-0.012221146,0.013234431
OR10Z1_cnv,0.00074077584,0.00029535824,-0.007026449,0.0028203358,0.004169452,-0.0050118305,-0.012221146,0.013234431
SPTA1_cnv,0.0007205205,0.00036747055,-0.0070784222,0.0027689547,0.0042572245,-0.005088347,-0.012461545,0.013378717
OR6K2_cnv,0.00071877893,0.00037367316,-0.0070828907,0.0027645305,0.0042647487,-0.0050949305,-0.012482222,0.013391133
OR6K3_cnv,0.0007203128,0.0003681979,-0.0070789475,0.0027684327,0.004258112,-0.0050891214,-0.012463974,0.013380183
OR6K6_cnv,0.0007197093,0.00037035346,-0.007080501,0.0027668988,0.004260728,-0.0050914087,-0.012471158,0.013384489
OR6N1_cnv,0.0007171212,0.00037957868,-0.0070871413,0.0027603246,0.00427192,-0.0051011946,-0.012501903,0.01340295
OR6N2_cnv,0.0007171212,0.00037957868,-0.0070871413,0.0027603246,0.00427192,-0.0051011946,-0.012501903,0.01340295
MNDA_cnv,0.0007154243,0.00038561993,-0.007091485,0.0027560154,0.0042792372,-0.005107606,-0.0125220325,0.013415043
PYHIN1_cnv,0.00071190763,0.0003981809,-0.007100502,0.002747051,0.004294443,-0.0051209363,-0.01256386,0.013440141
IFI16_cnv,0.0007092925,0.00040752464,-0.0071072057,0.0027403827,0.0043057473,-0.00513085,-0.012594977,0.013458811
AIM2_cnv,0.0007092925,0.00040752464,-0.0071072057,0.0027403827,0.0043057473,-0.00513085,-0.012594977,0.013458811
CADM3_cnv,0.0007092934,0.0004075244,-0.0071072057,0.0027403827,0.0043057473,-0.00513085,-0.012594977,0.013458811
RNA5SP60_cnv,0.0007092934,0.0004075244,-0.0071072057,0.0027403827,0.0043057473,-0.00513085,-0.012594977,0.013458811
FCER1A_cnv,0.00069487654,0.00045906473,-0.0071441475,0.0027036183,0.00436775,-0.0051854807,-0.0127663165,0.013561767
OR10J3_cnv,0.00069487654,0.00045906473,-0.0071441475,0.0027036183,0.00436775,-0.0051854807,-0.0127663165,0.013561767
OR10J4_cnv,0.00069487654,0.00045906473,-0.0071441457,0.0027036183,0.004367749,-0.0051854807,-0.012766315,0.013561766
OR10J1_cnv,0.00069163274,0.00047071627,-0.0071524624,0.0026953043,0.0043816734,-0.0051978226,-0.012804994,0.013585011
OR10J5_cnv,0.00069487654,0.00045906473,-0.0071441475,0.0027036187,0.00436775,-0.005185481,-0.0127663165,0.013561766
APCS_cnv,0.00067283213,0.00053832075,-0.0072006565,0.0026470786,0.0044623567,-0.005269421,-0.013029266,0.013719853
CRP_cnv,0.0006661732,0.00056224084,-0.007217709,0.0026300019,0.004490855,-0.005294754,-0.013108602,0.013767548
DUSP23_cnv,0.0006661732,0.0005622406,-0.007217709,0.002630001,0.004490855,-0.005294754,-0.013108604,0.013767548
FCRL6_cnv,0.0006661732,0.0005622406,-0.007217709,0.0026300019,0.004490854,-0.005294754,-0.013108604,0.013767548
SLAMF8_cnv,0.00066432636,0.00056889467,-0.007222442,0.0026252535,0.0044987677,-0.005301801,-0.013130648,0.013780812
VSIG8_cnv,0.00066432636,0.00056889467,-0.007222442,0.0026252535,0.0044987677,-0.005301801,-0.013130648,0.013780812
TAGLN2_cnv,0.00063356664,0.00067977165,-0.007301064,0.002546113,0.004629384,-0.0054191123,-0.013497457,0.014001571
IGSF9_cnv,0.00063340366,0.00068034325,-0.0073014516,0.002545707,0.0046300413,-0.0054197162,-0.013499331,0.014002692
SLAMF9_cnv,0.00063340366,0.00068034325,-0.0073014516,0.002545707,0.0046300413,-0.0054197162,-0.013499331,0.014002692
PIGM_cnv,0.00063340366,0.00068034325,-0.0073014516,0.002545707,0.0046300413,-0.0054197162,-0.013499331,0.014002692
KCNJ10_cnv,0.00063340366,0.00068034325,-0.0073014516,0.002545707,0.0046300413,-0.0054197162,-0.013499331,0.014002692
KCNJ9_cnv,0.00063356664,0.00067977165,-0.007301064,0.002546113,0.004629384,-0.0054191123,-0.013497457,0.014001571
IGSF8_cnv,0.00063223485,0.0006845915,-0.00730446,0.0025426606,0.004635022,-0.005424229,-0.013513399,0.014011168
ATP1A2_cnv,0.00063356664,0.00067977165,-0.007301064,0.002546113,0.004629384,-0.0054191123,-0.013497457,0.014001571
ATP1A4_cnv,0.0006273426,0.0007022994,-0.0073169135,0.0025300137,0.004655731,-0.005442975,-0.013571905,0.014046378
CASQ1_cnv,0.0006257165,0.000708197,-0.0073210727,0.0025258153,0.004662621,-0.0054491977,-0.013591336,0.014058083
PEA15_cnv,0.0006257165,0.000708197,-0.0073210727,0.0025258153,0.004662621,-0.0054491977,-0.013591336,0.014058083
DCAF8_cnv,0.0006252378,0.00070992066,-0.007322293,0.0025245785,0.004664642,-0.005451029,-0.013597053,0.014061529
PEX19_cnv,0.0006245822,0.00071225525,-0.007323945,0.0025229193,0.004667389,-0.0054535046,-0.013604786,0.014066182
COPA_cnv,0.00062269624,0.00071907113,-0.00732876,0.002518054,0.004675352,-0.0054607056,-0.013627278,0.014079737
NCSTN_cnv,0.0006222408,0.00072071934,-0.007329922,0.0025168788,0.0046772743,-0.005462448,-0.01363272,0.014083011
NHLH1_cnv,0.0006218534,0.00072210585,-0.0073309075,0.0025158813,0.004678908,-0.0054639275,-0.013637347,0.014085797
VANGL2_cnv,0.0006218534,0.00072210585,-0.0073309075,0.0025158813,0.004678908,-0.005463928,-0.013637349,0.014085797
SLAMF6_cnv,0.0006200485,0.00072865933,-0.0073355176,0.002511202,0.0046865186,-0.0054708556,-0.013658952,0.014098805
CD84_cnv,0.00060391054,0.000787352,-0.007376751,0.0024692686,0.0047545573,-0.0055328724,-0.013852345,0.014215347
SLAMF1_cnv,0.0005981354,0.0008083314,-0.0073914863,0.0024542878,0.0047788536,-0.0055550453,-0.013921484,0.014257
CD48_cnv,0.0005934704,0.000825329,-0.0074033886,0.0024421373,0.004798428,-0.005572991,-0.013977399,0.014290717
SLAMF7_cnv,0.0005895933,0.0008394397,-0.007413272,0.0024320572,0.004814663,-0.0055878926,-0.014023809,0.0143187
LY9_cnv,0.00059054606,0.0008359789,-0.007410858,0.0024345266,0.0048107347,-0.0055842395,-0.014012465,0.014311859
CD244_cnv,0.0005831318,0.0008629598,-0.007429749,0.0024152594,0.004841757,-0.0056127217,-0.014101183,0.014365355
ITLN1_cnv,0.0005831318,0.0008629598,-0.007429749,0.0024152594,0.004841757,-0.0056127217,-0.014101183,0.014365355
ITLN2_cnv,0.0005779397,0.0008818053,-0.0074429326,0.0024018046,0.0048634196,-0.005632637,-0.014163168,0.014402722
F11R_cnv,0.0005763676,0.0008875083,-0.007446926,0.0023977403,0.004869948,-0.005638646,-0.014181893,0.0144140255
TSTD1_cnv,0.0005758712,0.00088930014,-0.0074481815,0.002396456,0.0048720157,-0.0056405426,-0.014187815,0.014417597
USF1_cnv,0.0005736789,0.0008972613,-0.007453749,0.0023907819,0.004881139,-0.005648944,-0.014213951,0.014433361
ARHGAP30_cnv,0.0005736789,0.0008972613,-0.007453749,0.0023907819,0.004881139,-0.005648944,-0.014213951,0.014433361
KLHDC9_cnv,0.00057390425,0.0008964315,-0.007453166,0.0023913663,0.004880204,-0.0056480863,-0.014211252,0.0144317215
PFDN2_cnv,0.0005734889,0.0008978981,-0.007454198,0.002390339,0.0048818765,-0.0056496267,-0.014216071,0.014434632
NIT1_cnv,0.0005733138,0.000898567,-0.0074546635,0.002389858,0.0048826346,-0.0056503233,-0.014218248,0.0144359525
DEDD_cnv,0.0005734889,0.0008978981,-0.007454198,0.002390339,0.0048818765,-0.0056496267,-0.014216071,0.014434632
UFC1_cnv,0.0005770195,0.0008850889,-0.0074452497,0.0023994409,0.004867225,-0.005636072,-0.014173929,0.014409239
USP21_cnv,0.0005770195,0.0008850889,-0.0074452497,0.0023994409,0.004867225,-0.005636072,-0.014173929,0.014409239
B4GALT3_cnv,0.0005770195,0.0008850889,-0.0074452497,0.0023994409,0.004867225,-0.005636072,-0.014173929,0.014409239
PPOX_cnv,0.0005770195,0.0008850889,-0.0074452497,0.0023994409,0.004867225,-0.005636072,-0.014173929,0.014409239
ADAMTS4_cnv,0.0005770195,0.0008850889,-0.0074452497,0.0023994409,0.004867225,-0.005636072,-0.014173929,0.014409239
NDUFS2_cnv,0.0005845856,0.0008575069,-0.0074259676,0.0024191695,0.0048355656,-0.005606994,-0.0140833035,0.014354564
FCER1G_cnv,0.00058532134,0.0008548747,-0.0074241143,0.0024210573,0.004832533,-0.0056042024,-0.014074614,0.014349318
APOA2_cnv,0.0005850978,0.0008556782,-0.0074246787,0.0024204785,0.004833455,-0.005605053,-0.01407727,0.014350921
NR1I3_cnv,0.00058532134,0.0008548747,-0.0074241143,0.0024210573,0.004832533,-0.0056042024,-0.014074614,0.014349318
TOMM40L_cnv,0.00058486126,0.0008565234,-0.007425271,0.0024198755,0.0048344275,-0.005605948,-0.014080053,0.014352601
PCP4L1_cnv,0.0005855318,0.0008541073,-0.007423578,0.0024216073,0.0048316503,-0.0056033935,-0.014072092,0.014347794
MPZ_cnv,0.0005857954,0.0008531683,-0.007422911,0.0024222792,0.0048305625,-0.0056023956,-0.014068982,0.014345916
SDHC_cnv,0.0005861521,0.0008519192,-0.007422028,0.002423172,0.0048291152,-0.005601067,-0.0140648335,0.014343412
FCGR2A_cnv,0.00062232,0.0007205352,-0.0073297843,0.0025169817,0.0046770265,-0.0054622367,-0.013632014,0.014082606
FCGR2B_cnv,0.0006226711,0.0007192574,-0.007328881,0.0025179,0.0046755346,-0.0054608914,-0.01362781,0.014080073
FCGR2C_cnv,0.0006226711,0.0007192574,-0.007328881,0.0025179,0.0046755346,-0.0054608914,-0.01362781,0.014080073
FCGR3A_cnv,0.00062232,0.0007205352,-0.0073297843,0.0025169817,0.0046770265,-0.0054622367,-0.013632014,0.014082606
